male	female	group	type	weight	oil
CAU1	ZD958	ZD958/CAU1	H	0.38	6.31
CAU1	ZD958	ZD958/CAU1	H	0.4	6.039
CAU1	ZD958	ZD958/CAU1	H	0.41	5.844
CAU1	ZD958	ZD958/CAU1	H	0.34	5.659
CAU1	ZD958	ZD958/CAU1	H	0.4	5.658
CAU1	ZD958	ZD958/CAU1	H	0.37	5.566
CAU1	ZD958	ZD958/CAU1	H	0.38	5.478
CAU1	ZD958	ZD958/CAU1	H	0.38	5.431
CAU1	ZD958	ZD958/CAU1	H	0.39	5.424
CAU1	ZD958	ZD958/CAU1	H	0.4	5.414
CAU1	ZD958	ZD958/CAU1	H	0.4	5.407
CAU1	ZD958	ZD958/CAU1	H	0.34	5.399
CAU1	ZD958	ZD958/CAU1	H	0.4	5.396
CAU1	ZD958	ZD958/CAU1	H	0.41	5.396
CAU1	ZD958	ZD958/CAU1	H	0.4	5.38
CAU1	ZD958	ZD958/CAU1	H	0.41	5.249
CAU1	ZD958	ZD958/CAU1	H	0.39	5.212
CAU1	ZD958	ZD958/CAU1	H	0.39	5.18
CAU1	ZD958	ZD958/CAU1	H	0.32	5.118
CAU1	ZD958	ZD958/CAU1	H	0.34	5.088
CAU1	ZD958	ZD958/CAU1	H	0.31	5.036
CAU1	ZD958	ZD958/CAU1	H	0.46	5.029
CAU1	ZD958	ZD958/CAU1	H	0.41	5.027
CAU1	ZD958	ZD958/CAU1	H	0.36	5.009
CAU1	ZD958	ZD958/CAU1	H	0.41	4.995
CAU1	ZD958	ZD958/CAU1	H	0.42	4.981
CAU1	ZD958	ZD958/CAU1	H	0.36	4.977
CAU1	ZD958	ZD958/CAU1	H	0.41	4.955
CAU1	ZD958	ZD958/CAU1	H	0.32	4.933
CAU1	ZD958	ZD958/CAU1	H	0.4	4.925
CAU1	ZD958	ZD958/CAU1	H	0.34	4.903
CAU1	ZD958	ZD958/CAU1	H	0.34	4.879
CAU1	ZD958	ZD958/CAU1	H	0.36	4.802
CAU1	ZD958	ZD958/CAU1	H	0.35	4.777
CAU1	ZD958	ZD958/CAU1	H	0.34	4.754
CAU1	ZD958	ZD958/CAU1	H	0.4	4.753
CAU1	ZD958	ZD958/CAU1	H	0.41	4.733
CAU1	ZD958	ZD958/CAU1	H	0.39	4.697
CAU1	ZD958	ZD958/CAU1	H	0.47	4.694
CAU1	ZD958	ZD958/CAU1	H	0.4	4.684
CAU1	ZD958	ZD958/CAU1	H	0.41	4.666
CAU1	ZD958	ZD958/CAU1	H	0.39	4.646
CAU1	ZD958	ZD958/CAU1	H	0.3	4.621
CAU1	ZD958	ZD958/CAU1	H	0.4	4.611
CAU1	ZD958	ZD958/CAU1	H	0.35	4.606
CAU1	ZD958	ZD958/CAU1	H	0.36	4.598
CAU1	ZD958	ZD958/CAU1	H	0.29	4.58
CAU1	ZD958	ZD958/CAU1	H	0.4	4.56
CAU1	ZD958	ZD958/CAU1	H	0.44	4.537
CAU1	ZD958	ZD958/CAU1	H	0.4	4.531
CAU1	ZD958	ZD958/CAU1	H	0.4	4.514
CAU1	ZD958	ZD958/CAU1	H	0.32	4.492
CAU1	ZD958	ZD958/CAU1	H	0.31	4.479
CAU1	ZD958	ZD958/CAU1	H	0.38	4.474
CAU1	ZD958	ZD958/CAU1	H	0.43	4.423
CAU1	ZD958	ZD958/CAU1	H	0.3	4.414
CAU1	ZD958	ZD958/CAU1	H	0.46	4.397
CAU1	ZD958	ZD958/CAU1	H	0.46	4.359
CAU1	ZD958	ZD958/CAU1	H	0.39	4.358
CAU1	ZD958	ZD958/CAU1	H	0.39	4.358
CAU1	ZD958	ZD958/CAU1	H	0.39	4.335
CAU1	ZD958	ZD958/CAU1	H	0.39	4.334
CAU1	ZD958	ZD958/CAU1	H	0.34	4.271
CAU1	ZD958	ZD958/CAU1	H	0.37	4.258
CAU1	ZD958	ZD958/CAU1	H	0.3	4.229
CAU1	ZD958	ZD958/CAU1	H	0.37	4.195
CAU1	ZD958	ZD958/CAU1	H	0.46	4.17
CAU1	ZD958	ZD958/CAU1	H	0.4	4.131
CAU1	ZD958	ZD958/CAU1	H	0.77	4.125
CAU1	ZD958	ZD958/CAU1	H	0.42	4.084
CAU1	ZD958	ZD958/CAU1	H	0.34	4.084
CAU1	ZD958	ZD958/CAU1	H	0.41	4.068
CAU1	ZD958	ZD958/CAU1	H	0.34	4.065
CAU1	ZD958	ZD958/CAU1	H	0.38	4.055
CAU1	ZD958	ZD958/CAU1	H	0.39	4.037
CAU1	ZD958	ZD958/CAU1	H	0.3	4.03
CAU1	ZD958	ZD958/CAU1	H	0.41	4.027
CAU1	ZD958	ZD958/CAU1	H	0.42	4.014
CAU1	ZD958	ZD958/CAU1	H	0.4	3.928
CAU1	ZD958	ZD958/CAU1	H	0.4	3.913
CAU1	ZD958	ZD958/CAU1	H	0.42	3.904
CAU1	ZD958	ZD958/CAU1	H	0.41	3.897
CAU1	ZD958	ZD958/CAU1	H	0.38	3.895
CAU1	ZD958	ZD958/CAU1	H	0.39	3.879
CAU1	ZD958	ZD958/CAU1	H	0.32	3.875
CAU1	ZD958	ZD958/CAU1	H	0.45	3.872
CAU1	ZD958	ZD958/CAU1	H	0.4	3.836
CAU1	ZD958	ZD958/CAU1	H	0.4	3.835
CAU1	ZD958	ZD958/CAU1	H	0.38	3.808
CAU1	ZD958	ZD958/CAU1	H	0.45	3.792
CAU1	ZD958	ZD958/CAU1	H	0.4	3.78
CAU1	ZD958	ZD958/CAU1	H	0.33	3.774
CAU1	ZD958	ZD958/CAU1	H	0.32	3.764
CAU1	ZD958	ZD958/CAU1	H	0.31	3.751
CAU1	ZD958	ZD958/CAU1	H	0.38	3.746
CAU1	ZD958	ZD958/CAU1	H	0.38	3.735
CAU1	ZD958	ZD958/CAU1	H	0.43	3.735
CAU1	ZD958	ZD958/CAU1	H	0.46	3.725
CAU1	ZD958	ZD958/CAU1	H	0.4	3.721
CAU1	ZD958	ZD958/CAU1	H	0.32	3.701
CAU1	ZD958	ZD958/CAU1	H	0.4	3.592
CAU1	ZD958	ZD958/CAU1	H	0.42	3.569
CAU1	ZD958	ZD958/CAU1	H	0.4	3.565
CAU1	ZD958	ZD958/CAU1	H	0.37	3.505
CAU1	ZD958	ZD958/CAU1	H	0.47	3.49
CAU1	ZD958	ZD958/CAU1	H	0.34	3.487
CAU1	ZD958	ZD958/CAU1	H	0.4	3.482
CAU1	ZD958	ZD958/CAU1	H	0.4	3.456
CAU1	ZD958	ZD958/CAU1	H	0.34	3.449
CAU1	ZD958	ZD958/CAU1	H	0.38	3.432
CAU1	ZD958	ZD958/CAU1	H	0.42	3.396
CAU1	ZD958	ZD958/CAU1	H	0.38	3.386
CAU1	ZD958	ZD958/CAU1	H	0.4	3.337
CAU1	ZD958	ZD958/CAU1	H	0.4	3.33
CAU1	ZD958	ZD958/CAU1	H	0.34	3.316
CAU1	ZD958	ZD958/CAU1	H	0.4	3.292
CAU1	ZD958	ZD958/CAU1	H	0.4	3.284
CAU1	ZD958	ZD958/CAU1	H	0.3	3.265
CAU1	ZD958	ZD958/CAU1	H	0.4	3.26
CAU1	ZD958	ZD958/CAU1	H	0.34	3.243
CAU1	ZD958	ZD958/CAU1	H	0.4	3.213
CAU1	ZD958	ZD958/CAU1	H	0.42	3.212
CAU1	ZD958	ZD958/CAU1	H	0.35	3.185
CAU1	ZD958	ZD958/CAU1	H	0.31	3.139
CAU1	ZD958	ZD958/CAU1	H	0.43	3.136
CAU1	ZD958	ZD958/CAU1	H	0.37	3.109
CAU1	ZD958	ZD958/CAU1	H	0.4	3.106
CAU1	ZD958	ZD958/CAU1	H	0.32	3.091
CAU1	ZD958	ZD958/CAU1	H	0.4	2.927
CAU1	ZD958	ZD958/CAU1	H	0.39	2.869
CAU1	ZD958	ZD958/CAU1	H	0.31	2.837
CAU1	ZD958	ZD958/CAU1	H	0.63	2.83
CAU1	ZD958	ZD958/CAU1	H	0.31	2.649
CAU1	ZD958	ZD958/CAU1	H	0.31	2.649
CAU1	ZD958	ZD958/CAU1	H	0.3	2.243
CAU1	ZD958	ZD958/CAU1	H	0.32	2.215
CAU1	ZD958	ZD958/CAU1	H	0.32	2.029
CAU1	ZD958	ZD958/CAU1	C	0.39	7.058
CAU1	ZD958	ZD958/CAU1	C	0.36	6.903
CAU1	ZD958	ZD958/CAU1	C	0.38	6.903
CAU1	ZD958	ZD958/CAU1	C	0.41	6.81
CAU1	ZD958	ZD958/CAU1	C	0.39	6.808
CAU1	ZD958	ZD958/CAU1	C	0.37	6.808
CAU1	ZD958	ZD958/CAU1	C	0.38	6.78
CAU1	ZD958	ZD958/CAU1	C	0.39	6.743
CAU1	ZD958	ZD958/CAU1	C	0.37	6.72
CAU1	ZD958	ZD958/CAU1	C	0.38	6.676
CAU1	ZD958	ZD958/CAU1	C	0.42	6.617
CAU1	ZD958	ZD958/CAU1	C	0.39	6.603
CAU1	ZD958	ZD958/CAU1	C	0.45	6.595
CAU1	ZD958	ZD958/CAU1	C	0.45	6.585
CAU1	ZD958	ZD958/CAU1	C	0.4	6.576
CAU1	ZD958	ZD958/CAU1	C	0.44	6.539
CAU1	ZD958	ZD958/CAU1	C	0.37	6.539
CAU1	ZD958	ZD958/CAU1	C	0.37	6.526
CAU1	ZD958	ZD958/CAU1	C	0.41	6.525
CAU1	ZD958	ZD958/CAU1	C	0.35	6.47
CAU1	ZD958	ZD958/CAU1	C	0.41	6.464
CAU1	ZD958	ZD958/CAU1	C	0.37	6.458
CAU1	ZD958	ZD958/CAU1	C	0.36	6.433
CAU1	ZD958	ZD958/CAU1	C	0.42	6.432
CAU1	ZD958	ZD958/CAU1	C	0.46	6.429
CAU1	ZD958	ZD958/CAU1	C	0.4	6.429
CAU1	ZD958	ZD958/CAU1	C	0.43	6.428
CAU1	ZD958	ZD958/CAU1	C	0.43	6.416
CAU1	ZD958	ZD958/CAU1	C	0.42	6.408
CAU1	ZD958	ZD958/CAU1	C	0.4	6.407
CAU1	ZD958	ZD958/CAU1	C	0.4	6.375
CAU1	ZD958	ZD958/CAU1	C	0.37	6.367
CAU1	ZD958	ZD958/CAU1	C	0.42	6.352
CAU1	ZD958	ZD958/CAU1	C	0.42	6.322
CAU1	ZD958	ZD958/CAU1	C	0.39	6.289
CAU1	ZD958	ZD958/CAU1	C	0.4	6.275
CAU1	ZD958	ZD958/CAU1	C	0.4	6.259
CAU1	ZD958	ZD958/CAU1	C	0.37	6.248
CAU1	ZD958	ZD958/CAU1	C	0.44	6.237
CAU1	ZD958	ZD958/CAU1	C	0.43	6.217
CAU1	ZD958	ZD958/CAU1	C	0.39	6.182
CAU1	ZD958	ZD958/CAU1	C	0.45	6.18
CAU1	ZD958	ZD958/CAU1	C	0.47	6.148
CAU1	ZD958	ZD958/CAU1	C	0.38	6.141
CAU1	ZD958	ZD958/CAU1	C	0.36	6.139
CAU1	ZD958	ZD958/CAU1	C	0.38	6.132
CAU1	ZD958	ZD958/CAU1	C	0.48	6.129
CAU1	ZD958	ZD958/CAU1	C	0.47	6.122
CAU1	ZD958	ZD958/CAU1	C	0.42	6.093
CAU1	ZD958	ZD958/CAU1	C	0.44	6.092
CAU1	ZD958	ZD958/CAU1	C	0.43	6.089
CAU1	ZD958	ZD958/CAU1	C	0.41	6.088
CAU1	ZD958	ZD958/CAU1	C	0.44	6.067
CAU1	ZD958	ZD958/CAU1	C	0.42	6.059
CAU1	ZD958	ZD958/CAU1	C	0.35	6.053
CAU1	ZD958	ZD958/CAU1	C	0.44	6.051
CAU1	ZD958	ZD958/CAU1	C	0.45	6.037
CAU1	ZD958	ZD958/CAU1	C	0.42	6.03
CAU1	ZD958	ZD958/CAU1	C	0.46	6.021
CAU1	ZD958	ZD958/CAU1	C	0.42	6.018
CAU1	ZD958	ZD958/CAU1	C	0.46	6.001
CAU1	ZD958	ZD958/CAU1	C	0.44	6.001
CAU1	ZD958	ZD958/CAU1	C	0.4	5.997
CAU1	ZD958	ZD958/CAU1	C	0.41	5.994
CAU1	ZD958	ZD958/CAU1	C	0.46	5.992
CAU1	ZD958	ZD958/CAU1	C	0.42	5.991
CAU1	ZD958	ZD958/CAU1	C	0.45	5.984
CAU1	ZD958	ZD958/CAU1	C	0.49	5.981
CAU1	ZD958	ZD958/CAU1	C	0.41	5.967
CAU1	ZD958	ZD958/CAU1	C	0.4	5.958
CAU1	ZD958	ZD958/CAU1	C	0.41	5.952
CAU1	ZD958	ZD958/CAU1	C	0.46	5.932
CAU1	ZD958	ZD958/CAU1	C	0.45	5.924
CAU1	ZD958	ZD958/CAU1	C	0.44	5.917
CAU1	ZD958	ZD958/CAU1	C	0.46	5.913
CAU1	ZD958	ZD958/CAU1	C	0.41	5.901
CAU1	ZD958	ZD958/CAU1	C	0.4	5.899
CAU1	ZD958	ZD958/CAU1	C	0.38	5.845
CAU1	ZD958	ZD958/CAU1	C	0.48	5.825
CAU1	ZD958	ZD958/CAU1	C	0.4	5.803
CAU1	ZD958	ZD958/CAU1	C	0.43	5.789
CAU1	ZD958	ZD958/CAU1	C	0.43	5.786
CAU1	ZD958	ZD958/CAU1	C	0.46	5.771
CAU1	ZD958	ZD958/CAU1	C	0.42	5.767
CAU1	ZD958	ZD958/CAU1	C	0.48	5.764
CAU1	ZD958	ZD958/CAU1	C	0.4	5.733
CAU1	ZD958	ZD958/CAU1	C	0.42	5.719
CAU1	ZD958	ZD958/CAU1	C	0.38	5.706
CAU1	ZD958	ZD958/CAU1	C	0.47	5.696
CAU1	ZD958	ZD958/CAU1	C	0.45	5.685
CAU1	ZD958	ZD958/CAU1	C	0.45	5.669
CAU1	ZD958	ZD958/CAU1	C	0.47	5.667
CAU1	ZD958	ZD958/CAU1	C	0.43	5.666
CAU1	ZD958	ZD958/CAU1	C	0.38	5.664
CAU1	ZD958	ZD958/CAU1	C	0.45	5.647
CAU1	ZD958	ZD958/CAU1	C	0.4	5.644
CAU1	ZD958	ZD958/CAU1	C	0.4	5.643
CAU1	ZD958	ZD958/CAU1	C	0.44	5.635
CAU1	ZD958	ZD958/CAU1	C	0.46	5.62
CAU1	ZD958	ZD958/CAU1	C	0.41	5.618
CAU1	ZD958	ZD958/CAU1	C	0.42	5.606
CAU1	ZD958	ZD958/CAU1	C	0.45	5.606
CAU1	ZD958	ZD958/CAU1	C	0.42	5.591
CAU1	ZD958	ZD958/CAU1	C	0.39	5.589
CAU1	ZD958	ZD958/CAU1	C	0.45	5.562
CAU1	ZD958	ZD958/CAU1	C	0.41	5.546
CAU1	ZD958	ZD958/CAU1	C	0.41	5.539
CAU1	ZD958	ZD958/CAU1	C	0.42	5.536
CAU1	ZD958	ZD958/CAU1	C	0.49	5.529
CAU1	ZD958	ZD958/CAU1	C	0.46	5.524
CAU1	ZD958	ZD958/CAU1	C	0.47	5.506
CAU1	ZD958	ZD958/CAU1	C	0.38	5.505
CAU1	ZD958	ZD958/CAU1	C	0.42	5.499
CAU1	ZD958	ZD958/CAU1	C	0.45	5.49
CAU1	ZD958	ZD958/CAU1	C	0.43	5.478
CAU1	ZD958	ZD958/CAU1	C	0.45	5.475
CAU1	ZD958	ZD958/CAU1	C	0.47	5.467
CAU1	ZD958	ZD958/CAU1	C	0.47	5.462
CAU1	ZD958	ZD958/CAU1	C	0.46	5.46
CAU1	ZD958	ZD958/CAU1	C	0.45	5.451
CAU1	ZD958	ZD958/CAU1	C	0.48	5.443
CAU1	ZD958	ZD958/CAU1	C	0.42	5.442
CAU1	ZD958	ZD958/CAU1	C	0.34	5.433
CAU1	ZD958	ZD958/CAU1	C	0.46	5.433
CAU1	ZD958	ZD958/CAU1	C	0.42	5.423
CAU1	ZD958	ZD958/CAU1	C	0.46	5.415
CAU1	ZD958	ZD958/CAU1	C	0.44	5.414
CAU1	ZD958	ZD958/CAU1	C	0.46	5.405
CAU1	ZD958	ZD958/CAU1	C	0.46	5.395
CAU1	ZD958	ZD958/CAU1	C	0.47	5.393
CAU1	ZD958	ZD958/CAU1	C	0.41	5.393
CAU1	ZD958	ZD958/CAU1	C	0.45	5.374
CAU1	ZD958	ZD958/CAU1	C	0.47	5.368
CAU1	ZD958	ZD958/CAU1	C	0.35	5.363
CAU1	ZD958	ZD958/CAU1	C	0.48	5.358
CAU1	ZD958	ZD958/CAU1	C	0.45	5.344
CAU1	ZD958	ZD958/CAU1	C	0.41	5.343
CAU1	ZD958	ZD958/CAU1	C	0.43	5.332
CAU1	ZD958	ZD958/CAU1	C	0.42	5.329
CAU1	ZD958	ZD958/CAU1	C	0.43	5.325
CAU1	ZD958	ZD958/CAU1	C	0.44	5.256
CAU1	ZD958	ZD958/CAU1	C	0.44	5.253
CAU1	ZD958	ZD958/CAU1	C	0.42	5.249
CAU1	ZD958	ZD958/CAU1	C	0.44	5.243
CAU1	ZD958	ZD958/CAU1	C	0.43	5.235
CAU1	ZD958	ZD958/CAU1	C	0.41	5.226
CAU1	ZD958	ZD958/CAU1	C	0.41	5.18
CAU1	ZD958	ZD958/CAU1	C	0.39	5.168
CAU1	ZD958	ZD958/CAU1	C	0.44	5.153
CAU1	ZD958	ZD958/CAU1	C	0.47	5.148
CAU1	ZD958	ZD958/CAU1	C	0.46	5.145
CAU1	ZD958	ZD958/CAU1	C	0.42	5.14
CAU1	ZD958	ZD958/CAU1	C	0.48	5.125
CAU1	ZD958	ZD958/CAU1	C	0.38	5.116
CAU1	ZD958	ZD958/CAU1	C	0.43	5.11
CAU1	ZD958	ZD958/CAU1	C	0.46	5.11
CAU1	ZD958	ZD958/CAU1	C	0.45	5.109
CAU1	ZD958	ZD958/CAU1	C	0.44	5.104
CAU1	ZD958	ZD958/CAU1	C	0.47	5.058
CAU1	ZD958	ZD958/CAU1	C	0.4	5.051
CAU1	ZD958	ZD958/CAU1	C	0.43	5.043
CAU1	ZD958	ZD958/CAU1	C	0.48	5.035
CAU1	ZD958	ZD958/CAU1	C	0.39	5.034
CAU1	ZD958	ZD958/CAU1	C	0.44	5.029
CAU1	ZD958	ZD958/CAU1	C	0.45	5.021
CAU1	ZD958	ZD958/CAU1	C	0.47	5.018
CAU1	ZD958	ZD958/CAU1	C	0.51	5.012
CAU1	ZD958	ZD958/CAU1	C	0.43	5.003
CAU1	ZD958	ZD958/CAU1	C	0.51	4.999
CAU1	ZD958	ZD958/CAU1	C	0.45	4.979
CAU1	ZD958	ZD958/CAU1	C	0.44	4.965
CAU1	ZD958	ZD958/CAU1	C	0.46	4.957
CAU1	ZD958	ZD958/CAU1	C	0.47	4.938
CAU1	ZD958	ZD958/CAU1	C	0.45	4.926
CAU1	ZD958	ZD958/CAU1	C	0.42	4.875
CAU1	ZD958	ZD958/CAU1	C	0.49	4.873
CAU1	ZD958	ZD958/CAU1	C	0.47	4.832
CAU1	ZD958	ZD958/CAU1	C	0.45	4.759
CAU1	ZD958	ZD958/CAU1	C	0.45	4.748
CAU1	ZD958	ZD958/CAU1	C	0.45	4.724
CAU1	ZD958	ZD958/CAU1	C	0.4	4.673
CAU1	ZD958	ZD958/CAU1	C	0.41	4.555
CAU1	ZD958	ZD958/CAU1	C	0.5	4.549
CAU1	ZD958	ZD958/CAU1	C	0.46	4.443
CAU1	ZD958	ZD958/CAU1	C	0.45	4.327
CAU1	ZD958	ZD958/CAU1	C	0.2	4.294
CAU1	ZD958	ZD958/CAU1	C	0.43	4.221
CAU1	ZD958	ZD958/CAU1	C	0.48	4.025
CAU1	ZD958	ZD958/CAU1	C	0.34	2.807
CAU1	ZD958	ZD958/CAU1	C	0.29	2.053
CAU2	ZD958	ZD958/CAU2	H	0.38	5.682
CAU2	ZD958	ZD958/CAU2	H	0.4	5.634
CAU2	ZD958	ZD958/CAU2	H	0.4	5.634
CAU2	ZD958	ZD958/CAU2	H	0.4	5.591
CAU2	ZD958	ZD958/CAU2	H	0.4	5.579
CAU2	ZD958	ZD958/CAU2	H	0.34	5.531
CAU2	ZD958	ZD958/CAU2	H	0.4	5.478
CAU2	ZD958	ZD958/CAU2	H	0.4	5.417
CAU2	ZD958	ZD958/CAU2	H	0.35	5.272
CAU2	ZD958	ZD958/CAU2	H	0.38	5.265
CAU2	ZD958	ZD958/CAU2	H	0.34	5.175
CAU2	ZD958	ZD958/CAU2	H	0.37	5.164
CAU2	ZD958	ZD958/CAU2	H	0.35	5.112
CAU2	ZD958	ZD958/CAU2	H	0.4	5.081
CAU2	ZD958	ZD958/CAU2	H	0.35	5.06
CAU2	ZD958	ZD958/CAU2	H	0.35	5.054
CAU2	ZD958	ZD958/CAU2	H	0.35	5.028
CAU2	ZD958	ZD958/CAU2	H	0.4	4.998
CAU2	ZD958	ZD958/CAU2	H	0.31	4.911
CAU2	ZD958	ZD958/CAU2	H	0.35	4.905
CAU2	ZD958	ZD958/CAU2	H	0.39	4.891
CAU2	ZD958	ZD958/CAU2	H	0.4	4.86
CAU2	ZD958	ZD958/CAU2	H	0.33	4.838
CAU2	ZD958	ZD958/CAU2	H	0.32	4.836
CAU2	ZD958	ZD958/CAU2	H	0.37	4.819
CAU2	ZD958	ZD958/CAU2	H	0.32	4.812
CAU2	ZD958	ZD958/CAU2	H	0.36	4.788
CAU2	ZD958	ZD958/CAU2	H	0.32	4.786
CAU2	ZD958	ZD958/CAU2	H	0.31	4.778
CAU2	ZD958	ZD958/CAU2	H	0.37	4.763
CAU2	ZD958	ZD958/CAU2	H	0.26	4.712
CAU2	ZD958	ZD958/CAU2	H	0.37	4.704
CAU2	ZD958	ZD958/CAU2	H	0.33	4.696
CAU2	ZD958	ZD958/CAU2	H	0.38	4.677
CAU2	ZD958	ZD958/CAU2	H	0.38	4.668
CAU2	ZD958	ZD958/CAU2	H	0.31	4.667
CAU2	ZD958	ZD958/CAU2	H	0.38	4.657
CAU2	ZD958	ZD958/CAU2	H	0.41	4.648
CAU2	ZD958	ZD958/CAU2	H	0.38	4.635
CAU2	ZD958	ZD958/CAU2	H	0.32	4.589
CAU2	ZD958	ZD958/CAU2	H	0.31	4.585
CAU2	ZD958	ZD958/CAU2	H	0.31	4.562
CAU2	ZD958	ZD958/CAU2	H	0.38	4.551
CAU2	ZD958	ZD958/CAU2	H	0.34	4.54
CAU2	ZD958	ZD958/CAU2	H	0.31	4.537
CAU2	ZD958	ZD958/CAU2	H	0.33	4.525
CAU2	ZD958	ZD958/CAU2	H	0.38	4.507
CAU2	ZD958	ZD958/CAU2	H	0.37	4.506
CAU2	ZD958	ZD958/CAU2	H	0.39	4.506
CAU2	ZD958	ZD958/CAU2	H	0.32	4.506
CAU2	ZD958	ZD958/CAU2	H	0.39	4.499
CAU2	ZD958	ZD958/CAU2	H	0.35	4.463
CAU2	ZD958	ZD958/CAU2	H	0.31	4.451
CAU2	ZD958	ZD958/CAU2	H	0.35	4.43
CAU2	ZD958	ZD958/CAU2	H	0.3	4.418
CAU2	ZD958	ZD958/CAU2	H	0.32	4.39
CAU2	ZD958	ZD958/CAU2	H	0.36	4.357
CAU2	ZD958	ZD958/CAU2	H	0.37	4.328
CAU2	ZD958	ZD958/CAU2	H	0.35	4.323
CAU2	ZD958	ZD958/CAU2	H	0.37	4.312
CAU2	ZD958	ZD958/CAU2	H	0.35	4.31
CAU2	ZD958	ZD958/CAU2	H	0.7	4.233
CAU2	ZD958	ZD958/CAU2	H	0.31	4.174
CAU2	ZD958	ZD958/CAU2	H	0.29	4.148
CAU2	ZD958	ZD958/CAU2	H	0.38	4.125
CAU2	ZD958	ZD958/CAU2	H	0.38	4.121
CAU2	ZD958	ZD958/CAU2	H	0.29	4.112
CAU2	ZD958	ZD958/CAU2	H	0.41	4.07
CAU2	ZD958	ZD958/CAU2	H	0.39	4.056
CAU2	ZD958	ZD958/CAU2	H	0.41	4.038
CAU2	ZD958	ZD958/CAU2	H	0.41	4.025
CAU2	ZD958	ZD958/CAU2	H	0.3	3.983
CAU2	ZD958	ZD958/CAU2	H	0.32	3.978
CAU2	ZD958	ZD958/CAU2	H	0.4	3.948
CAU2	ZD958	ZD958/CAU2	H	0.33	3.934
CAU2	ZD958	ZD958/CAU2	H	0.32	3.925
CAU2	ZD958	ZD958/CAU2	H	0.37	3.921
CAU2	ZD958	ZD958/CAU2	H	0.23	3.892
CAU2	ZD958	ZD958/CAU2	H	0.4	3.871
CAU2	ZD958	ZD958/CAU2	H	0.39	3.868
CAU2	ZD958	ZD958/CAU2	H	0.32	3.845
CAU2	ZD958	ZD958/CAU2	H	0.33	3.841
CAU2	ZD958	ZD958/CAU2	H	0.38	3.834
CAU2	ZD958	ZD958/CAU2	H	0.4	3.808
CAU2	ZD958	ZD958/CAU2	H	0.35	3.805
CAU2	ZD958	ZD958/CAU2	H	0.39	3.799
CAU2	ZD958	ZD958/CAU2	H	0.4	3.797
CAU2	ZD958	ZD958/CAU2	H	0.39	3.769
CAU2	ZD958	ZD958/CAU2	H	0.35	3.768
CAU2	ZD958	ZD958/CAU2	H	0.36	3.76
CAU2	ZD958	ZD958/CAU2	H	0.3	3.755
CAU2	ZD958	ZD958/CAU2	H	0.32	3.746
CAU2	ZD958	ZD958/CAU2	H	0.32	3.727
CAU2	ZD958	ZD958/CAU2	H	0.38	3.72
CAU2	ZD958	ZD958/CAU2	H	0.39	3.706
CAU2	ZD958	ZD958/CAU2	H	0.36	3.703
CAU2	ZD958	ZD958/CAU2	H	0.38	3.7
CAU2	ZD958	ZD958/CAU2	H	0.37	3.696
CAU2	ZD958	ZD958/CAU2	H	0.33	3.681
CAU2	ZD958	ZD958/CAU2	H	0.67	3.677
CAU2	ZD958	ZD958/CAU2	H	0.39	3.65
CAU2	ZD958	ZD958/CAU2	H	0.32	3.636
CAU2	ZD958	ZD958/CAU2	H	0.31	3.627
CAU2	ZD958	ZD958/CAU2	H	0.39	3.623
CAU2	ZD958	ZD958/CAU2	H	0.35	3.617
CAU2	ZD958	ZD958/CAU2	H	0.26	3.608
CAU2	ZD958	ZD958/CAU2	H	0.35	3.604
CAU2	ZD958	ZD958/CAU2	H	0.33	3.601
CAU2	ZD958	ZD958/CAU2	H	0.66	3.593
CAU2	ZD958	ZD958/CAU2	H	0.42	3.587
CAU2	ZD958	ZD958/CAU2	H	0.33	3.576
CAU2	ZD958	ZD958/CAU2	H	0.37	3.549
CAU2	ZD958	ZD958/CAU2	H	0.38	3.474
CAU2	ZD958	ZD958/CAU2	H	0.4	3.439
CAU2	ZD958	ZD958/CAU2	H	0.41	3.413
CAU2	ZD958	ZD958/CAU2	H	0.42	3.409
CAU2	ZD958	ZD958/CAU2	H	0.33	3.401
CAU2	ZD958	ZD958/CAU2	H	0.32	3.314
CAU2	ZD958	ZD958/CAU2	H	0.34	3.261
CAU2	ZD958	ZD958/CAU2	H	0.26	3.258
CAU2	ZD958	ZD958/CAU2	H	0.39	3.218
CAU2	ZD958	ZD958/CAU2	H	0.37	3.212
CAU2	ZD958	ZD958/CAU2	H	0.38	3.202
CAU2	ZD958	ZD958/CAU2	H	0.39	3.172
CAU2	ZD958	ZD958/CAU2	H	0.36	3.123
CAU2	ZD958	ZD958/CAU2	H	0.27	3.117
CAU2	ZD958	ZD958/CAU2	H	0.4	3.097
CAU2	ZD958	ZD958/CAU2	H	0.35	3.086
CAU2	ZD958	ZD958/CAU2	H	0.38	3.077
CAU2	ZD958	ZD958/CAU2	H	0.36	3.039
CAU2	ZD958	ZD958/CAU2	H	0.42	3.024
CAU2	ZD958	ZD958/CAU2	H	0.43	2.956
CAU2	ZD958	ZD958/CAU2	H	0.26	2.942
CAU2	ZD958	ZD958/CAU2	H	0.26	2.924
CAU2	ZD958	ZD958/CAU2	H	0.27	2.771
CAU2	ZD958	ZD958/CAU2	H	0.27	2.742
CAU2	ZD958	ZD958/CAU2	H	0.27	2.677
CAU2	ZD958	ZD958/CAU2	H	0.7	2.472
CAU2	ZD958	ZD958/CAU2	C	0.35	7.501
