male	female	group	type	weight	oil
CAU3	ZD958	ZD958/CAU3	H	0.39	3.364
CAU3	ZD958	ZD958/CAU3	H	0.31	3.345
CAU3	ZD958	ZD958/CAU3	H	0.33	3.342
CAU3	ZD958	ZD958/CAU3	H	0.34	3.332
CAU3	ZD958	ZD958/CAU3	H	0.63	3.331
CAU3	ZD958	ZD958/CAU3	H	0.38	3.319
CAU3	ZD958	ZD958/CAU3	H	0.32	3.31
CAU3	ZD958	ZD958/CAU3	H	0.36	3.295
CAU3	ZD958	ZD958/CAU3	H	0.39	3.268
CAU3	ZD958	ZD958/CAU3	H	0.34	3.221
CAU3	ZD958	ZD958/CAU3	H	0.32	3.217
CAU3	ZD958	ZD958/CAU3	H	0.3	3.186
CAU3	ZD958	ZD958/CAU3	H	0.34	3.164
CAU3	ZD958	ZD958/CAU3	H	0.31	3.156
CAU3	ZD958	ZD958/CAU3	H	0.39	3.154
CAU3	ZD958	ZD958/CAU3	H	0.29	3.128
CAU3	ZD958	ZD958/CAU3	H	0.34	3.123
CAU3	ZD958	ZD958/CAU3	H	0.31	3.118
CAU3	ZD958	ZD958/CAU3	H	0.33	3.104
CAU3	ZD958	ZD958/CAU3	H	0.31	3.1
CAU3	ZD958	ZD958/CAU3	H	0.36	3.094
CAU3	ZD958	ZD958/CAU3	H	0.32	3.059
CAU3	ZD958	ZD958/CAU3	H	0.33	3.043
CAU3	ZD958	ZD958/CAU3	H	0.39	3.042
CAU3	ZD958	ZD958/CAU3	H	0.28	3.02
CAU3	ZD958	ZD958/CAU3	H	0.33	3.007
CAU3	ZD958	ZD958/CAU3	H	0.35	2.934
CAU3	ZD958	ZD958/CAU3	H	0.34	2.868
CAU3	ZD958	ZD958/CAU3	H	0.33	2.828
CAU3	ZD958	ZD958/CAU3	H	0.33	2.819
CAU3	ZD958	ZD958/CAU3	H	0.32	2.809
CAU3	ZD958	ZD958/CAU3	H	0.3	2.807
CAU3	ZD958	ZD958/CAU3	H	0.34	2.788
CAU3	ZD958	ZD958/CAU3	H	0.34	2.785
CAU3	ZD958	ZD958/CAU3	H	0.4	2.78
CAU3	ZD958	ZD958/CAU3	H	0.32	2.749
CAU3	ZD958	ZD958/CAU3	H	0.33	2.725
CAU3	ZD958	ZD958/CAU3	H	0.33	2.632
CAU3	ZD958	ZD958/CAU3	H	0.33	2.611
CAU3	ZD958	ZD958/CAU3	H	0.3	2.527
CAU3	ZD958	ZD958/CAU3	H	0.32	2.434
CAU3	ZD958	ZD958/CAU3	H	0.3	2.321
CAU3	ZD958	ZD958/CAU3	H	0.36	2.279
CAU3	ZD958	ZD958/CAU3	H	0.35	2.265
CAU3	ZD958	ZD958/CAU3	H	0.3	2.248
CAU3	ZD958	ZD958/CAU3	H	0.3	2.231
CAU3	ZD958	ZD958/CAU3	H	0.3	2.225
CAU3	ZD958	ZD958/CAU3	H	0.36	2.117
CAU3	ZD958	ZD958/CAU3	H	0.36	2.081
CAU3	ZD958	ZD958/CAU3	H	0.36	2.004
CAU3	ZD958	ZD958/CAU3	C	0.35	6.199
CAU3	ZD958	ZD958/CAU3	C	0.32	5.783
CAU3	ZD958	ZD958/CAU3	C	0.32	5.733
CAU3	ZD958	ZD958/CAU3	C	0.35	5.582
CAU3	ZD958	ZD958/CAU3	C	0.36	5.462
CAU3	ZD958	ZD958/CAU3	C	0.36	5.411
CAU3	ZD958	ZD958/CAU3	C	0.37	5.398
CAU3	ZD958	ZD958/CAU3	C	0.33	5.221
CAU3	ZD958	ZD958/CAU3	C	0.39	5.214
CAU3	ZD958	ZD958/CAU3	C	0.39	5.213
CAU3	ZD958	ZD958/CAU3	C	0.37	5.2
CAU3	ZD958	ZD958/CAU3	C	0.37	5.172
CAU3	ZD958	ZD958/CAU3	C	0.4	5.16
CAU3	ZD958	ZD958/CAU3	C	0.39	5.155
CAU3	ZD958	ZD958/CAU3	C	0.39	5.131
CAU3	ZD958	ZD958/CAU3	C	0.39	5.073
CAU3	ZD958	ZD958/CAU3	C	0.37	5.066
CAU3	ZD958	ZD958/CAU3	C	0.38	5.064
CAU3	ZD958	ZD958/CAU3	C	0.38	5.049
CAU3	ZD958	ZD958/CAU3	C	0.37	5.022
CAU3	ZD958	ZD958/CAU3	C	0.39	5.009
CAU3	ZD958	ZD958/CAU3	C	0.37	4.995
CAU3	ZD958	ZD958/CAU3	C	0.37	4.994
CAU3	ZD958	ZD958/CAU3	C	0.38	4.971
CAU3	ZD958	ZD958/CAU3	C	0.34	4.961
CAU3	ZD958	ZD958/CAU3	C	0.4	4.956
CAU3	ZD958	ZD958/CAU3	C	0.36	4.946
CAU3	ZD958	ZD958/CAU3	C	0.36	4.944
CAU3	ZD958	ZD958/CAU3	C	0.39	4.939
CAU3	ZD958	ZD958/CAU3	C	0.39	4.917
CAU3	ZD958	ZD958/CAU3	C	0.44	4.9
CAU3	ZD958	ZD958/CAU3	C	0.39	4.897
CAU3	ZD958	ZD958/CAU3	C	0.38	4.848
CAU3	ZD958	ZD958/CAU3	C	0.3	4.844
CAU3	ZD958	ZD958/CAU3	C	0.33	4.835
CAU3	ZD958	ZD958/CAU3	C	0.43	4.823
CAU3	ZD958	ZD958/CAU3	C	0.41	4.819
CAU3	ZD958	ZD958/CAU3	C	0.36	4.782
CAU3	ZD958	ZD958/CAU3	C	0.38	4.771
CAU3	ZD958	ZD958/CAU3	C	0.42	4.759
CAU3	ZD958	ZD958/CAU3	C	0.44	4.753
CAU3	ZD958	ZD958/CAU3	C	0.36	4.721
CAU3	ZD958	ZD958/CAU3	C	0.41	4.717
CAU3	ZD958	ZD958/CAU3	C	0.7	4.708
CAU3	ZD958	ZD958/CAU3	C	0.33	4.693
CAU3	ZD958	ZD958/CAU3	C	0.31	4.672
CAU3	ZD958	ZD958/CAU3	C	0.39	4.663
CAU3	ZD958	ZD958/CAU3	C	0.33	4.632
CAU3	ZD958	ZD958/CAU3	C	0.34	4.63
CAU3	ZD958	ZD958/CAU3	C	0.36	4.624
CAU3	ZD958	ZD958/CAU3	C	0.39	4.611
CAU3	ZD958	ZD958/CAU3	C	0.36	4.609
CAU3	ZD958	ZD958/CAU3	C	0.42	4.606
CAU3	ZD958	ZD958/CAU3	C	0.43	4.598
CAU3	ZD958	ZD958/CAU3	C	0.36	4.597
CAU3	ZD958	ZD958/CAU3	C	0.39	4.596
CAU3	ZD958	ZD958/CAU3	C	0.34	4.586
CAU3	ZD958	ZD958/CAU3	C	0.46	4.574
CAU3	ZD958	ZD958/CAU3	C	0.32	4.532
CAU3	ZD958	ZD958/CAU3	C	0.45	4.521
CAU3	ZD958	ZD958/CAU3	C	0.33	4.5
CAU3	ZD958	ZD958/CAU3	C	0.37	4.497
CAU3	ZD958	ZD958/CAU3	C	0.78	4.477
CAU3	ZD958	ZD958/CAU3	C	0.36	4.476
CAU3	ZD958	ZD958/CAU3	C	0.34	4.465
CAU3	ZD958	ZD958/CAU3	C	0.76	4.465
CAU3	ZD958	ZD958/CAU3	C	0.46	4.463
CAU3	ZD958	ZD958/CAU3	C	0.38	4.456
CAU3	ZD958	ZD958/CAU3	C	0.37	4.455
CAU3	ZD958	ZD958/CAU3	C	0.3	4.453
CAU3	ZD958	ZD958/CAU3	C	0.36	4.445
CAU3	ZD958	ZD958/CAU3	C	0.32	4.445
CAU3	ZD958	ZD958/CAU3	C	0.34	4.442
CAU3	ZD958	ZD958/CAU3	C	0.38	4.438
CAU3	ZD958	ZD958/CAU3	C	0.41	4.432
CAU3	ZD958	ZD958/CAU3	C	0.37	4.422
CAU3	ZD958	ZD958/CAU3	C	0.37	4.421
CAU3	ZD958	ZD958/CAU3	C	0.35	4.403
CAU3	ZD958	ZD958/CAU3	C	0.36	4.4
CAU3	ZD958	ZD958/CAU3	C	0.36	4.4
CAU3	ZD958	ZD958/CAU3	C	0.36	4.397
CAU3	ZD958	ZD958/CAU3	C	0.31	4.39
CAU3	ZD958	ZD958/CAU3	C	0.37	4.387
CAU3	ZD958	ZD958/CAU3	C	0.39	4.379
CAU3	ZD958	ZD958/CAU3	C	0.36	4.372
CAU3	ZD958	ZD958/CAU3	C	0.39	4.371
CAU3	ZD958	ZD958/CAU3	C	0.4	4.367
CAU3	ZD958	ZD958/CAU3	C	0.44	4.362
CAU3	ZD958	ZD958/CAU3	C	0.36	4.357
CAU3	ZD958	ZD958/CAU3	C	0.38	4.349
CAU3	ZD958	ZD958/CAU3	C	0.37	4.313
CAU3	ZD958	ZD958/CAU3	C	0.38	4.312
CAU3	ZD958	ZD958/CAU3	C	0.39	4.293
CAU3	ZD958	ZD958/CAU3	C	0.77	4.282
CAU3	ZD958	ZD958/CAU3	C	0.4	4.277
CAU3	ZD958	ZD958/CAU3	C	0.39	4.27
CAU3	ZD958	ZD958/CAU3	C	0.39	4.252
CAU3	ZD958	ZD958/CAU3	C	0.42	4.234
CAU3	ZD958	ZD958/CAU3	C	0.37	4.227
CAU3	ZD958	ZD958/CAU3	C	0.41	4.227
CAU3	ZD958	ZD958/CAU3	C	0.35	4.223
CAU3	ZD958	ZD958/CAU3	C	0.37	4.223
CAU3	ZD958	ZD958/CAU3	C	0.44	4.18
CAU3	ZD958	ZD958/CAU3	C	0.41	4.158
CAU3	ZD958	ZD958/CAU3	C	0.37	4.151
CAU3	ZD958	ZD958/CAU3	C	0.32	4.14
CAU3	ZD958	ZD958/CAU3	C	0.34	4.123
CAU3	ZD958	ZD958/CAU3	C	0.37	4.093
CAU3	ZD958	ZD958/CAU3	C	0.45	4.078
CAU3	ZD958	ZD958/CAU3	C	0.33	4.074
CAU3	ZD958	ZD958/CAU3	C	0.38	4.047
CAU3	ZD958	ZD958/CAU3	C	0.38	4.042
CAU3	ZD958	ZD958/CAU3	C	0.4	4.04
CAU3	ZD958	ZD958/CAU3	C	0.39	4.036
CAU3	ZD958	ZD958/CAU3	C	0.38	4.014
CAU3	ZD958	ZD958/CAU3	C	0.35	4.008
CAU3	ZD958	ZD958/CAU3	C	0.42	3.987
CAU3	ZD958	ZD958/CAU3	C	0.35	3.987
CAU3	ZD958	ZD958/CAU3	C	0.4	3.984
CAU3	ZD958	ZD958/CAU3	C	0.37	3.976
CAU3	ZD958	ZD958/CAU3	C	0.39	3.97
CAU3	ZD958	ZD958/CAU3	C	0.35	3.95
CAU3	ZD958	ZD958/CAU3	C	0.4	3.949
CAU3	ZD958	ZD958/CAU3	C	0.38	3.923
CAU3	ZD958	ZD958/CAU3	C	0.45	3.888
CAU3	ZD958	ZD958/CAU3	C	0.41	3.887
CAU3	ZD958	ZD958/CAU3	C	0.27	3.883
CAU3	ZD958	ZD958/CAU3	C	0.45	3.88
CAU3	ZD958	ZD958/CAU3	C	0.38	3.845
CAU3	ZD958	ZD958/CAU3	C	0.39	3.828
CAU3	ZD958	ZD958/CAU3	C	0.4	3.592
CAU3	ZD958	ZD958/CAU3	C	0.34	3.38
CAU3	ZD958	ZD958/CAU3	C	0.39	3.219
CAU3	ZD958	ZD958/CAU3	C	0.62	3.075
CAU3	ZD958	ZD958/CAU3	C	0.62	3.056
CAU3	ZD958	ZD958/CAU3	C	0.32	2.457
CAU3	ZD958	ZD958/CAU3	C	0.32	2.446
CAU3	ZD958	ZD958/CAU3	C	0.31	2.383
CAU3	ZD958	ZD958/CAU3	C	0.31	2.369
CAU4	ZD958	ZD958/CAU4	H	0.34	6.45
CAU4	ZD958	ZD958/CAU4	H	0.27	5.925
CAU4	ZD958	ZD958/CAU4	H	0.32	5.727
CAU4	ZD958	ZD958/CAU4	H	0.27	5.716
CAU4	ZD958	ZD958/CAU4	H	0.33	5.516
CAU4	ZD958	ZD958/CAU4	H	0.26	5.451
CAU4	ZD958	ZD958/CAU4	H	0.42	5.438
CAU4	ZD958	ZD958/CAU4	H	0.33	5.405
CAU4	ZD958	ZD958/CAU4	H	0.29	4.958
CAU4	ZD958	ZD958/CAU4	H	0.33	4.931
CAU4	ZD958	ZD958/CAU4	H	0.29	4.928
CAU4	ZD958	ZD958/CAU4	H	0.36	4.905
CAU4	ZD958	ZD958/CAU4	H	0.31	4.882
CAU4	ZD958	ZD958/CAU4	H	0.32	4.863
CAU4	ZD958	ZD958/CAU4	H	0.3	4.863
CAU4	ZD958	ZD958/CAU4	H	0.37	4.793
CAU4	ZD958	ZD958/CAU4	H	0.35	4.762
CAU4	ZD958	ZD958/CAU4	H	0.32	4.758
CAU4	ZD958	ZD958/CAU4	H	0.33	4.714
CAU4	ZD958	ZD958/CAU4	H	0.36	4.653
CAU4	ZD958	ZD958/CAU4	H	0.55	4.633
CAU4	ZD958	ZD958/CAU4	H	0.28	4.621
CAU4	ZD958	ZD958/CAU4	H	0.36	4.611
CAU4	ZD958	ZD958/CAU4	H	0.37	4.523
CAU4	ZD958	ZD958/CAU4	H	0.37	4.517
CAU4	ZD958	ZD958/CAU4	H	0.56	4.495
CAU4	ZD958	ZD958/CAU4	H	0.33	4.476
CAU4	ZD958	ZD958/CAU4	H	0.27	4.448
CAU4	ZD958	ZD958/CAU4	H	0.33	4.447
CAU4	ZD958	ZD958/CAU4	H	0.33	4.429
CAU4	ZD958	ZD958/CAU4	H	0.35	4.344
CAU4	ZD958	ZD958/CAU4	H	0.3	4.333
CAU4	ZD958	ZD958/CAU4	H	0.35	4.287
CAU4	ZD958	ZD958/CAU4	H	0.38	4.286
CAU4	ZD958	ZD958/CAU4	H	0.28	4.282
CAU4	ZD958	ZD958/CAU4	H	0.38	4.255
CAU4	ZD958	ZD958/CAU4	H	0.3	4.225
CAU4	ZD958	ZD958/CAU4	H	0.3	4.224
CAU4	ZD958	ZD958/CAU4	H	0.25	4.223
CAU4	ZD958	ZD958/CAU4	H	0.31	4.191
CAU4	ZD958	ZD958/CAU4	H	0.29	4.182
CAU4	ZD958	ZD958/CAU4	H	0.3	4.144
CAU4	ZD958	ZD958/CAU4	H	0.3	4.136
CAU4	ZD958	ZD958/CAU4	H	0.3	4.114
CAU4	ZD958	ZD958/CAU4	H	0.29	4.1
CAU4	ZD958	ZD958/CAU4	H	0.33	4.096
CAU4	ZD958	ZD958/CAU4	H	0.34	4.085
CAU4	ZD958	ZD958/CAU4	H	0.31	4.065
CAU4	ZD958	ZD958/CAU4	H	0.33	4.046
CAU4	ZD958	ZD958/CAU4	H	0.29	4.045
CAU4	ZD958	ZD958/CAU4	H	0.29	4.036
CAU4	ZD958	ZD958/CAU4	H	0.34	4.026
CAU4	ZD958	ZD958/CAU4	H	0.36	3.987
CAU4	ZD958	ZD958/CAU4	H	0.29	3.984
CAU4	ZD958	ZD958/CAU4	H	0.4	3.971
CAU4	ZD958	ZD958/CAU4	H	0.33	3.967
CAU4	ZD958	ZD958/CAU4	H	0.31	3.95
CAU4	ZD958	ZD958/CAU4	H	0.3	3.937
CAU4	ZD958	ZD958/CAU4	H	0.34	3.934
CAU4	ZD958	ZD958/CAU4	H	0.35	3.913
CAU4	ZD958	ZD958/CAU4	H	0.33	3.91
CAU4	ZD958	ZD958/CAU4	H	0.31	3.892
CAU4	ZD958	ZD958/CAU4	H	0.29	3.888
CAU4	ZD958	ZD958/CAU4	H	0.35	3.887
CAU4	ZD958	ZD958/CAU4	H	0.3	3.887
CAU4	ZD958	ZD958/CAU4	H	0.3	3.878
CAU4	ZD958	ZD958/CAU4	H	0.33	3.861
CAU4	ZD958	ZD958/CAU4	H	0.31	3.851
CAU4	ZD958	ZD958/CAU4	H	0.32	3.839
CAU4	ZD958	ZD958/CAU4	H	0.36	3.838
CAU4	ZD958	ZD958/CAU4	H	0.33	3.833
CAU4	ZD958	ZD958/CAU4	H	0.35	3.828
CAU4	ZD958	ZD958/CAU4	H	0.36	3.826
CAU4	ZD958	ZD958/CAU4	H	0.34	3.824
CAU4	ZD958	ZD958/CAU4	H	0.39	3.81
CAU4	ZD958	ZD958/CAU4	H	0.33	3.77
CAU4	ZD958	ZD958/CAU4	H	0.34	3.754
CAU4	ZD958	ZD958/CAU4	H	0.3	3.746
CAU4	ZD958	ZD958/CAU4	H	0.3	3.73
CAU4	ZD958	ZD958/CAU4	H	0.29	3.724
CAU4	ZD958	ZD958/CAU4	H	0.34	3.722
CAU4	ZD958	ZD958/CAU4	H	0.28	3.701
CAU4	ZD958	ZD958/CAU4	H	0.34	3.685
CAU4	ZD958	ZD958/CAU4	H	0.29	3.681
CAU4	ZD958	ZD958/CAU4	H	0.33	3.662
CAU4	ZD958	ZD958/CAU4	H	0.38	3.656
CAU4	ZD958	ZD958/CAU4	H	0.34	3.637
CAU4	ZD958	ZD958/CAU4	H	0.4	3.625
CAU4	ZD958	ZD958/CAU4	H	0.35	3.62
CAU4	ZD958	ZD958/CAU4	H	0.35	3.594
CAU4	ZD958	ZD958/CAU4	H	0.29	3.591
CAU4	ZD958	ZD958/CAU4	H	0.31	3.562
CAU4	ZD958	ZD958/CAU4	H	0.36	3.551
CAU4	ZD958	ZD958/CAU4	H	0.33	3.551
CAU4	ZD958	ZD958/CAU4	H	0.31	3.524
CAU4	ZD958	ZD958/CAU4	H	0.31	3.52
CAU4	ZD958	ZD958/CAU4	H	0.35	3.494
CAU4	ZD958	ZD958/CAU4	H	0.29	3.456
CAU4	ZD958	ZD958/CAU4	H	0.34	3.451
CAU4	ZD958	ZD958/CAU4	H	0.35	3.445
CAU4	ZD958	ZD958/CAU4	H	0.31	3.437
CAU4	ZD958	ZD958/CAU4	H	0.34	3.433
CAU4	ZD958	ZD958/CAU4	H	0.29	3.393
CAU4	ZD958	ZD958/CAU4	H	0.34	3.388
CAU4	ZD958	ZD958/CAU4	H	0.37	3.372
CAU4	ZD958	ZD958/CAU4	H	0.28	3.345
CAU4	ZD958	ZD958/CAU4	H	0.33	3.343
CAU4	ZD958	ZD958/CAU4	H	0.3	3.31
CAU4	ZD958	ZD958/CAU4	H	0.32	3.291
CAU4	ZD958	ZD958/CAU4	H	0.38	3.271
CAU4	ZD958	ZD958/CAU4	H	0.34	3.248
CAU4	ZD958	ZD958/CAU4	H	0.34	3.244
CAU4	ZD958	ZD958/CAU4	H	0.38	3.235
CAU4	ZD958	ZD958/CAU4	H	0.21	3.199
CAU4	ZD958	ZD958/CAU4	H	0.37	3.156
CAU4	ZD958	ZD958/CAU4	H	0.33	3.061
CAU4	ZD958	ZD958/CAU4	H	0.33	3.002
CAU4	ZD958	ZD958/CAU4	H	0.35	2.98
CAU4	ZD958	ZD958/CAU4	H	0.31	2.978
CAU4	ZD958	ZD958/CAU4	H	0.32	2.927
CAU4	ZD958	ZD958/CAU4	H	0.26	2.915
CAU4	ZD958	ZD958/CAU4	H	0.36	2.875
CAU4	ZD958	ZD958/CAU4	H	0.29	2.873
CAU4	ZD958	ZD958/CAU4	H	0.44	2.795
CAU4	ZD958	ZD958/CAU4	H	0.29	2.665
CAU4	ZD958	ZD958/CAU4	H	0.27	2.605
CAU4	ZD958	ZD958/CAU4	H	0.34	2.529
CAU4	ZD958	ZD958/CAU4	C	0.31	5.885
CAU4	ZD958	ZD958/CAU4	C	0.32	5.604
CAU4	ZD958	ZD958/CAU4	C	0.34	5.531
CAU4	ZD958	ZD958/CAU4	C	0.35	5.49
CAU4	ZD958	ZD958/CAU4	C	0.27	5.446
CAU4	ZD958	ZD958/CAU4	C	0.37	5.393
CAU4	ZD958	ZD958/CAU4	C	0.37	5.361
CAU4	ZD958	ZD958/CAU4	C	0.3	5.333
CAU4	ZD958	ZD958/CAU4	C	0.34	5.331
CAU4	ZD958	ZD958/CAU4	C	0.41	5.325
CAU4	ZD958	ZD958/CAU4	C	0.32	5.289
CAU4	ZD958	ZD958/CAU4	C	0.4	5.225
CAU4	ZD958	ZD958/CAU4	C	0.32	5.206
CAU4	ZD958	ZD958/CAU4	C	0.32	5.196
CAU4	ZD958	ZD958/CAU4	C	0.34	5.14
CAU4	ZD958	ZD958/CAU4	C	0.37	5.109
CAU4	ZD958	ZD958/CAU4	C	0.67	5.091
CAU4	ZD958	ZD958/CAU4	C	0.33	5.087
CAU4	ZD958	ZD958/CAU4	C	0.33	5.057
CAU4	ZD958	ZD958/CAU4	C	0.41	5.034
CAU4	ZD958	ZD958/CAU4	C	0.33	5.016
CAU4	ZD958	ZD958/CAU4	C	0.32	5.006
CAU4	ZD958	ZD958/CAU4	C	0.42	4.975
CAU4	ZD958	ZD958/CAU4	C	0.26	4.962
CAU4	ZD958	ZD958/CAU4	C	0.3	4.96
CAU4	ZD958	ZD958/CAU4	C	0.64	4.953
CAU4	ZD958	ZD958/CAU4	C	0.32	4.92
CAU4	ZD958	ZD958/CAU4	C	0.32	4.92
CAU4	ZD958	ZD958/CAU4	C	0.31	4.919
CAU4	ZD958	ZD958/CAU4	C	0.32	4.918
CAU4	ZD958	ZD958/CAU4	C	0.31	4.916
CAU4	ZD958	ZD958/CAU4	C	0.34	4.875
CAU4	ZD958	ZD958/CAU4	C	0.31	4.856
CAU4	ZD958	ZD958/CAU4	C	0.35	4.826
CAU4	ZD958	ZD958/CAU4	C	0.35	4.826
CAU4	ZD958	ZD958/CAU4	C	0.36	4.826
CAU4	ZD958	ZD958/CAU4	C	0.4	4.803
CAU4	ZD958	ZD958/CAU4	C	0.33	4.8
CAU4	ZD958	ZD958/CAU4	C	0.39	4.794
CAU4	ZD958	ZD958/CAU4	C	0.34	4.779
CAU4	ZD958	ZD958/CAU4	C	0.32	4.774
CAU4	ZD958	ZD958/CAU4	C	0.36	4.774
CAU4	ZD958	ZD958/CAU4	C	0.44	4.773
CAU4	ZD958	ZD958/CAU4	C	0.31	4.751
CAU4	ZD958	ZD958/CAU4	C	0.32	4.751
CAU4	ZD958	ZD958/CAU4	C	0.37	4.731
CAU4	ZD958	ZD958/CAU4	C	0.36	4.703
CAU4	ZD958	ZD958/CAU4	C	0.34	4.697
CAU4	ZD958	ZD958/CAU4	C	0.36	4.696
CAU4	ZD958	ZD958/CAU4	C	0.33	4.695
CAU4	ZD958	ZD958/CAU4	C	0.34	4.686
CAU4	ZD958	ZD958/CAU4	C	0.34	4.682
CAU4	ZD958	ZD958/CAU4	C	0.33	4.668
CAU4	ZD958	ZD958/CAU4	C	0.35	4.652
CAU4	ZD958	ZD958/CAU4	C	0.31	4.649
CAU4	ZD958	ZD958/CAU4	C	0.33	4.644
CAU4	ZD958	ZD958/CAU4	C	0.39	4.633
CAU4	ZD958	ZD958/CAU4	C	0.5	4.629
CAU4	ZD958	ZD958/CAU4	C	0.3	4.615
CAU4	ZD958	ZD958/CAU4	C	0.33	4.603
CAU4	ZD958	ZD958/CAU4	C	0.39	4.602
CAU4	ZD958	ZD958/CAU4	C	0.34	4.598
CAU4	ZD958	ZD958/CAU4	C	0.37	4.597
CAU4	ZD958	ZD958/CAU4	C	0.34	4.579
CAU4	ZD958	ZD958/CAU4	C	0.39	4.571
CAU4	ZD958	ZD958/CAU4	C	0.36	4.569
CAU4	ZD958	ZD958/CAU4	C	0.36	4.568
CAU4	ZD958	ZD958/CAU4	C	0.34	4.553
CAU4	ZD958	ZD958/CAU4	C	0.32	4.552
CAU4	ZD958	ZD958/CAU4	C	0.29	4.544
CAU4	ZD958	ZD958/CAU4	C	0.39	4.542
CAU4	ZD958	ZD958/CAU4	C	0.32	4.532
CAU4	ZD958	ZD958/CAU4	C	0.34	4.522
CAU4	ZD958	ZD958/CAU4	C	0.34	4.518
CAU4	ZD958	ZD958/CAU4	C	0.43	4.515
CAU4	ZD958	ZD958/CAU4	C	0.4	4.503
CAU4	ZD958	ZD958/CAU4	C	0.45	4.498
CAU4	ZD958	ZD958/CAU4	C	0.37	4.496
CAU4	ZD958	ZD958/CAU4	C	0.39	4.466
CAU4	ZD958	ZD958/CAU4	C	0.48	4.439
CAU4	ZD958	ZD958/CAU4	C	0.42	4.417
CAU4	ZD958	ZD958/CAU4	C	0.37	4.393
CAU4	ZD958	ZD958/CAU4	C	0.37	4.389
CAU4	ZD958	ZD958/CAU4	C	0.34	4.365
CAU4	ZD958	ZD958/CAU4	C	0.37	4.362
CAU4	ZD958	ZD958/CAU4	C	0.33	4.356
CAU4	ZD958	ZD958/CAU4	C	0.3	4.355
CAU4	ZD958	ZD958/CAU4	C	0.37	4.316
CAU4	ZD958	ZD958/CAU4	C	0.32	4.272
CAU4	ZD958	ZD958/CAU4	C	0.34	4.27
CAU4	ZD958	ZD958/CAU4	C	0.34	4.268
CAU4	ZD958	ZD958/CAU4	C	0.33	4.267
CAU4	ZD958	ZD958/CAU4	C	0.42	4.262
CAU4	ZD958	ZD958/CAU4	C	0.36	4.248
CAU4	ZD958	ZD958/CAU4	C	0.29	4.239
CAU4	ZD958	ZD958/CAU4	C	0.29	4.237
CAU4	ZD958	ZD958/CAU4	C	0.37	4.234
CAU4	ZD958	ZD958/CAU4	C	0.39	4.23
CAU4	ZD958	ZD958/CAU4	C	0.38	4.224
CAU4	ZD958	ZD958/CAU4	C	0.42	4.224
CAU4	ZD958	ZD958/CAU4	C	0.37	4.214
CAU4	ZD958	ZD958/CAU4	C	0.41	4.2
CAU4	ZD958	ZD958/CAU4	C	0.38	4.191
CAU4	ZD958	ZD958/CAU4	C	0.43	4.181
CAU4	ZD958	ZD958/CAU4	C	0.38	4.158
CAU4	ZD958	ZD958/CAU4	C	0.29	4.156
CAU4	ZD958	ZD958/CAU4	C	0.35	4.118
CAU4	ZD958	ZD958/CAU4	C	0.38	4.111
CAU4	ZD958	ZD958/CAU4	C	0.36	4.096
CAU4	ZD958	ZD958/CAU4	C	0.36	4.096
CAU4	ZD958	ZD958/CAU4	C	0.39	4.079
CAU4	ZD958	ZD958/CAU4	C	0.36	4.064
CAU4	ZD958	ZD958/CAU4	C	0.4	4.062
CAU4	ZD958	ZD958/CAU4	C	0.35	4.039
CAU4	ZD958	ZD958/CAU4	C	0.41	4.028
CAU4	ZD958	ZD958/CAU4	C	0.41	4.025
CAU4	ZD958	ZD958/CAU4	C	0.44	3.969
CAU4	ZD958	ZD958/CAU4	C	0.36	3.963
CAU4	ZD958	ZD958/CAU4	C	0.36	3.956
CAU4	ZD958	ZD958/CAU4	C	0.39	3.935
CAU4	ZD958	ZD958/CAU4	C	0.4	3.928
CAU4	ZD958	ZD958/CAU4	C	0.44	3.922
CAU4	ZD958	ZD958/CAU4	C	0.42	3.856
CAU4	ZD958	ZD958/CAU4	C	0.41	3.842
CAU4	ZD958	ZD958/CAU4	C	0.29	3.824
CAU4	ZD958	ZD958/CAU4	C	0.4	3.818
CAU4	ZD958	ZD958/CAU4	C	0.35	3.806
CAU4	ZD958	ZD958/CAU4	C	0.35	3.804
CAU4	ZD958	ZD958/CAU4	C	0.46	3.804
CAU4	ZD958	ZD958/CAU4	C	0.36	3.766
CAU4	ZD958	ZD958/CAU4	C	0.36	3.753
CAU4	ZD958	ZD958/CAU4	C	0.4	3.727
CAU4	ZD958	ZD958/CAU4	C	0.43	3.524
CAU4	ZD958	ZD958/CAU4	C	0.3	3.447
CAU4	ZD958	ZD958/CAU4	C	0.28	3.334
CAU5	ZD958	ZD958/CAU5	H	0.37	6.664
CAU5	ZD958	ZD958/CAU5	H	0.4	4.827
CAU5	ZD958	ZD958/CAU5	H	0.36	4.505
CAU5	ZD958	ZD958/CAU5	H	0.4	4.456
CAU5	ZD958	ZD958/CAU5	H	0.37	4.317
CAU5	ZD958	ZD958/CAU5	H	0.31	4.316
CAU5	ZD958	ZD958/CAU5	H	0.44	4.307
CAU5	ZD958	ZD958/CAU5	H	0.34	4.286
CAU5	ZD958	ZD958/CAU5	H	0.38	4.268
CAU5	ZD958	ZD958/CAU5	H	0.3	4.245
CAU5	ZD958	ZD958/CAU5	H	0.36	4.232
CAU5	ZD958	ZD958/CAU5	H	0.36	4.174
CAU5	ZD958	ZD958/CAU5	H	0.33	4.147
CAU5	ZD958	ZD958/CAU5	H	0.33	4.147
CAU5	ZD958	ZD958/CAU5	H	0.39	4.146
